PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,BEDS,BATHS,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,HOA/MONTH,LATITUDE,LONGITUDE,PRICE
2,617,11,1,49507,,1,1402,4704,1925,,,42.931834,-85.652455,71000
2,1454,11,1,49507,3,1.5,1594,4879,1923,98,,42.932967,-85.653723,70000
2,1439,11,1,49503,3,2,1670,3528,1900,340,,42.952288,-85.6782647,54900
2,1593,11,1,49504,3,1,1056,4835,1918,315,,42.992819,-85.68052,67000
2,1707,11,1,49507,3,1.5,1586,5749,1927,326,,42.9421674,-85.6412496,53000
2,1729,11,1,49507,3,1,1452,5530,1903,137,,42.939832,-85.643874,58000
2,1522,11,1,49507,3,1,1152,3920,1922,361,,42.9413816,-85.6418515,56700
2,1423,11,1,49503,4,1.5,1274,7666,1928,77,,42.946335,-85.681826,62000
2,1542,11,1,49507,3,1,1270,5952,1928,101,,42.936589,-85.642722,61900
2,1730,11,1,49503,4,1,1400,2178,1915,221,,42.963922,-85.6448151,55000
2,1670,11,1,49504,,1,1365,4000,1926,,,42.9886,-85.686756,70000
1,1731,11,1,49508,2,1.5,1190,,1968,100,207,42.888304,-85.628339,69000
2,707,11,1,49507,4,2,1671,11456,1914,,,42.944456,-85.646967,58900
2,1534,11,1,49507,,1,1190,4748,1915,,,42.9379372,-85.6419394,59000
2,1547,11,1,49503,4,2,1157,4680,1900,260,,42.935763,-85.683157,69000
2,1483,11,1,49503,3,1,1224,9888,1958,78,,42.948299,-85.68916,67000
2,1732,11,1,49504,3,1,1384,,1900,162,,42.9737409,-85.689856,59900
2,1733,11,1,49505,2,1,830,,1926,9,,43.000523,-85.65241,75000
2,1734,11,1,49507,3,1,1350,4000,1955,350,,42.925325,-85.6420852,72900
2,1526,11,1,49505,2,1,698,5009,1951,101,,42.988345,-85.649919,71050
2,1735,11,1,49504,5,1.5,918,4290,1905,329,,42.9813029,-85.690865,74900
2,1509,11,1,49506,,1,966,5576,1880,,,42.9547861,-85.6412017,58000
2,1480,11,1,49505,,1,1300,4400,1890,,,42.9901341,-85.6648371,68000
2,1471,11,1,49506,3,1.5,1254,2962,1915,277,,42.9613609,-85.643554,69000
2,1656,11,1,49503,,1,1102,4835,1926,,,42.948612,-85.688479,56000
2,1534,11,1,49507,3,1,1248,6560,1910,10,,42.938614,-85.657171,56000
2,1736,11,1,49504,3,1,974,3640,1926,163,,42.966811,-85.6989509,75000
2,1737,11,1,49548,3,1,1086,9147,1945,354,,42.910233,-85.664133,60000
2,1458,11,1,49507,3,1.5,1820,3310,1915,101,,42.9472677,-85.6466665,67000
2,1738,11,1,49505,2,1,754,6480,1930,140,,43.001957,-85.638226,72000
2,1739,11,1,49504,3,1,214,1400,,315,,42.98032,-85.696458,59900
2,1441,11,1,49503,3,1,1300,2962,1910,332,,42.9500325,-85.6514957,58500
2,1458,11,1,49507,4,2,1532,4617,1910,165,,42.947741,-85.646756,60000
2,1420,11,1,49506,,1,1248,2091,1920,,,42.9529466,-85.6402383,65000
2,1465,11,1,49507,4,1.5,1413,3311,1922,333,,42.946733,-85.644164,58200
2,1508,11,1,49505,4,1.5,1465,4791,1910,326,,42.9852052,-85.659221,63385
2,1599,11,1,49507,3,1.5,1216,5000,1997,214,,42.943216,-85.663053,64900
2,1002,11,1,49503,4,1,1448,,1895,213,,42.984356,-85.657405,53000
2,1740,11,1,49507,3,1.5,1356,6534,1926,79,,42.9315536,-85.6459018,72000
2,1623,11,1,49504,3,1,1328,3920,1890,210,,42.960611,-85.689492,54000
2,1685,11,1,49504,1,1,541,,1916,155,,42.979018,-85.696548,58000
2,1741,11,1,49505,2,1,780,3790,1925,90,,42.9968976,-85.6622083,57500
2,1742,11,1,49525,2,1,876,5619,1925,17,,43.023243,-85.656245,72900
2,1500,11,1,49504,2,1,987,4200,1925,,,42.9819869,-85.700756,71450
2,1743,11,1,49505,3,1,1362,5881,1929,,,43.001782,-85.649437,67000
2,1541,11,1,49507,,2,1120,5489,1987,,,42.93714,-85.658173,65000
2,1744,11,1,49504,3,1,945,3904,1890,270,,42.979417,-85.687034,72000
2,1565,11,1,49507,3,1,1199,6970,1890,114,,42.939609,-85.657991,61500
2,1477,11,1,49505,3,1,1176,4965,1925,91,,42.9910171,-85.6593832,74900
2,1716,11,1,49507,3,1,1286,4800,1941,217,,42.9321479,-85.6408997,65000
2,1745,11,1,49504,3,1,1113,2805,1889,344,,42.979569,-85.688986,59900
2,1453,11,1,49507,3,1.5,1308,5227,1919,301,,42.930632,-85.663437,51000
2,1584,11,1,49505,2,1,782,4791,1890,32,,42.989083,-85.65528,56100
2,1672,11,1,49507,3,1,1384,3789,1923,365,,42.9258023,-85.665077,62600
2,1571,11,1,49507,3,1,1176,5100,1950,164,,42.9283366,-85.6503285,58500
2,1596,11,1,49506,,1,1089,4008,1875,,,42.9563716,-85.641512,69000
2,1430,11,1,49507,4,1,1506,4965,1918,39,,42.926847,-85.674949,59900
2,1672,11,1,49507,4,2,1500,5357,1900,316,,42.92427,-85.665611,70000
2,1746,11,1,49503,3,1,1100,7840,1925,322,,42.977067,-85.6435429,75000
2,1747,11,1,49505,2,1,540,2080,1900,16,,42.9950032,-85.669841,56900
2,1748,11,1,49504,4,1.5,1726,7306,1900,2,,42.97192,-85.694202,69900
2,1589,11,1,49507,2,1.5,1203,4960,1941,29,,42.9263533,-85.6736156,69900
5,1749,11,1,49507,3,2,,3962,1900,28,,42.9470725,-85.6625543,55900
2,1750,11,1,49503,3,2,1369,4399,1915,224,,42.942494,-85.6792849,75000
2,1492,11,1,49507,4,2,1340,4000,1922,16,,42.9275415,-85.6773951,73000
2,1751,11,1,49503,3,1,1152,5227,1919,45,,42.937074,-85.681301,59900
2,1752,11,1,49507,2,1,1007,5009,1900,147,,42.927355,-85.67944,59900
5,1753,11,1,49503,3,2,,40140,1910,21,,42.9407915,-85.6807336,74900
2,1754,11,1,49504,2,1,1056,24829,1930,1,,42.992548,-85.709064,71280
2,1527,11,1,49507,3,1.5,1167,5175,1910,191,,42.9443037,-85.6418313,69999
2,1441,11,1,49503,4,1.5,1136,3310,1900,140,,42.9504223,-85.6519589,67900
2,1658,11,1,49507,4,1,1100,4880,1900,23,,42.942926,-85.657065,67900
2,1453,11,1,49507,6,2.5,1920,5096,1900,31,,42.94356,-85.663563,65000
2,1511,11,1,49504,2,1,960,3160,1900,87,,42.990574,-85.679258,74990
2,1721,11,1,49507,5,2,1326,4821,1895,228,,42.9292299,-85.668519,60000
2,1582,11,1,49507,3,1,1391,6621,1915,164,,42.943814,-85.655253,69900
2,1755,11,1,49507,2,2,1168,6098,1949,134,,42.925962,-85.677809,67900
2,1756,11,1,49507,3,1,1239,6534,1946,127,,42.913206,-85.658852,65000
2,672,11,1,49507,3,1,1384,4796,1905,7,,42.945619,-85.649564,64900
5,1626,11,1,49507,5,2,,3360,1885,58,,42.948453,-85.6622555,54000
2,1604,11,1,49507,3,1,1296,6298,1917,11,,42.929865,-85.66215,65000
2,1757,11,1,49507,3,1,1100,3400,1890,120,,42.939075,-85.669117,70000
2,1002,11,1,49503,5,3,1423,8276,1910,2,,42.984806,-85.655174,54060
2,1461,11,1,49507,5,2,1542,1698,1916,164,,42.9473113,-85.6469278,74900
2,1505,11,1,49503,4,2,1738,6600,1870,87,,42.952421,-85.6662,59900
2,1697,11,1,49507,3,2.5,1226,4400,1925,39,,42.9255933,-85.6681728,74900
1,1758,11,1,49504,2,2,1516,,1983,136,236,42.96873,-85.724634,99900
1,1759,11,1,49504,2,1,886,,1984,191,236,42.96747,-85.724975,95000
2,1411,11,1,49504,2,1,957,13200,1993,,,42.9685446,-85.6878317,93000
2,1760,11,1,49507,4,2,1571,6600,1989,91,,42.9324324,-85.6763055,87500
2,1528,11,1,49507,2,1,1100,4356,1935,225,,42.938678,-85.641321,88000
2,1463,11,1,49506,3,1.5,1255,3920,1910,143,,42.953999,-85.643876,100000
1,1761,11,1,49504,2,1,920,,1984,,,42.967203,-85.725138,95000
1,1762,11,1,49508,,1.5,958,,1986,,,42.896901,-85.6085949,93000
2,1763,11,1,49508,3,1,1188,22477,1946,,,42.903911,-85.631015,95674
2,1751,11,1,49503,,2,2130,5184,1910,,,42.937573,-85.683653,99000
1,1764,11,1,49506,2,1.5,1036,,1967,168,225,42.920157,-85.6194809,100000
1,1765,12,1,49508,2,2,1220,,1984,70,185,42.8874935,-85.6078328,94000
2,1488,11,1,49504,6,2.5,1886,3726,1922,,,42.9871097,-85.6846892,75600
2,1766,11,1,49504,3,3,2114,,1947,37,,42.995741,-85.690369,77000
1,1767,11,1,49506,2,1.5,1533,,1972,36,316,42.914937,-85.613556,78000
1,1768,11,1,49506,2,1.5,1036,,1967,,,42.919037,-85.619473,95000
1,1769,11,1,49503,1,2,1023,,1983,,,42.973013,-85.612273,76345
5,1770,20,1,49548,3,2,,13300,1940,60,,42.909794,-85.667031,99900
2,1771,11,1,49504,3,1,992,4007,1947,102,,42.9587383,-85.6994042,100000
1,1772,11,1,49506,3,1.5,1441,,1972,176,345,42.91487,-85.613552,80000
2,1496,11,1,49505,3,1,888,8712,1900,176,,42.995243,-85.668403,90000
1,1773,11,1,49506,2,1.5,1378,,1972,135,316,42.915157,-85.613321,93000
1,1774,11,1,49508,2,1,934,,1987,,,42.9073457,-85.6166508,99000
2,1520,11,1,49504,2,2,1281,3782,1895,144,,42.961262,-85.685345,78320
2,1775,11,1,49505,3,1,1221,8320,1961,,,42.9947609,-85.635177,88000
5,1776,11,1,49506,3,2,,4356,1913,253,,42.9612539,-85.6404529,95000
2,1777,11,1,49504,4,2,2080,3800,1920,,,42.957998,-85.691655,90000
1,1778,11,1,49508,3,2,1457,,2009,,,42.911056,-85.62371,100000
1,1779,11,1,49504,2,1,886,,1981,,,42.965997,-85.725451,95000
2,1569,11,1,49507,5,1.5,1976,7008,1910,7,,42.925712,-85.663661,97750
2,1672,11,1,49507,4,2,1666,5227,1924,238,,42.922947,-85.66555,99000
1,1780,11,1,49506,2,1.5,1530,,1972,235,316,42.915049,-85.6135539,87900
2,1781,11,1,49503,2,1,795,5292,1924,253,,42.921287,-85.683798,82500
1,1782,11,1,49504,2,1,920,,1984,,,42.967789,-85.724991,98000
1,1783,11,1,49546,,1.5,1073,,2000,,,42.9267023,-85.5758646,94000
1,1784,11,1,49506,2,1.5,1016,,1972,295,311,42.915066,-85.613547,81000
2,1785,11,1,49507,3,1,1032,5619,1927,88,,42.941641,-85.640287,99900
1,1786,11,1,49504,2,2,1112,,1981,256,241,42.987793,-85.737599,93000
1,1787,11,1,49506,2,1.5,1047,,1967,325,205,42.919851,-85.619829,92500
1,1788,11,1,49546,2,1.5,1010,,1973,168,260,42.914965,-85.595114,79000
1,1789,11,1,49504,2,1,970,,1981,,,42.965581,-85.725358,90000
1,1790,11,1,49508,3,1.5,1386,,2009,337,126,42.9109895,-85.6233178,99900
2,1588,11,1,49505,2,1,911,5140,1915,80,,43.019118,-85.654425,95000
2,1791,11,1,49505,2,1,686,5227,1952,107,,42.9958466,-85.6402895,81000
2,1792,21,1,48638,3,1,1274,8712,1953,133,,42.9878006,-85.7128448,83000
1,1793,11,1,49506,2,1.5,884,,1967,344,205,42.919746,-85.619066,91000
1,1794,11,1,49508,3,1.5,1496,,1968,234,200,42.8878803,-85.6272785,76000
1,1795,11,1,49508,2,2,1638,,1986,207,145,42.906526,-85.615488,92000
1,1796,11,1,49506,2,2,1641,,1972,10,345,42.914893,-85.613333,93000
2,1610,11,1,49506,3,1.5,1133,3528,1922,287,,42.946656,-85.63974,89500
2,1797,11,1,49504,,3,2788,3520,1896,,,42.9676153,-85.6854145,96230
2,1469,11,1,49503,4,1.5,1456,9365,1997,,,42.954673,-85.650214,92000
2,644,11,1,49508,3,1,1311,12763,1961,,,42.905752,-85.623889,86000
1,1798,11,1,49506,2,1.5,1036,,1967,248,225,42.92059,-85.619201,95000
2,1799,11,1,49507,2,1,1320,5270,1940,336,,42.925255,-85.639496,92500
2,1534,11,1,49507,,2,1495,6621,1900,,,42.938618,-85.657475,97450
2,1534,11,1,49507,4,1.5,1442,6490,1922,169,,42.937909,-85.645233,85000
2,668,11,1,49507,3,1,1232,6403,1951,21,,42.924194,-85.685681,90000
2,1460,11,1,49507,3,2,1389,5270,1921,42,,42.945346,-85.640111,83000
2,1800,11,1,49503,,1.5,1294,7797,1952,,,42.966091,-85.622224,95000
2,1801,11,1,49503,,1,1108,4748,1910,,,42.9694083,-85.6480568,95000
2,1694,11,1,49505,2,1,906,4791,1915,3,,42.990451,-85.6611889,84000
2,1802,11,1,49503,2,1,752,8712,1946,303,,42.980317,-85.656089,86000
2,1695,11,1,49505,3,1,1089,3179,1919,63,,42.9910641,-85.6621324,89900
2,1416,11,1,49505,3,1,1302,8900,1900,290,,42.9909729,-85.665729,77000
2,1803,11,1,49505,4,1.5,1227,2918,1903,137,,42.9939936,-85.667361,79900
2,1804,11,1,49505,,1,1433,5271,1920,,,42.9975125,-85.6675354,98000
2,1002,11,1,49505,3,1,1481,5445,1949,32,,42.984716,-85.634627,79900
2,1775,11,1,49505,3,1,1740,8276,1955,16,,42.990874,-85.634585,90000
2,1805,11,1,49505,,2,1242,5632,1927,,,43.0013202,-85.648701,95000
2,1641,11,1,49505,3,1,1729,5009,1948,135,,43.0074572,-85.6444985,83500
2,1480,11,1,49505,4,1,970,3789,1920,59,,43.0163779,-85.6557534,88500
2,1806,11,1,49525,,1,1007,9975,1963,,,43.025736,-85.649923,90000
2,1485,11,1,49504,,2,1417,10636,1957,,,42.968532,-85.710517,100000
1,1807,11,1,49504,2,2.5,1211,,1983,287,236,42.968688,-85.724635,87500
2,1419,11,1,49504,3,2,1800,1440,1940,157,,42.982061,-85.685881,80000
5,1411,11,1,49504,4,2,,6600,1890,175,,42.964812,-85.68779,86000
2,1428,11,1,49504,,2,1412,4840,1930,,,42.984789,-85.6950619,94900
5,,11,1,49504,4,2,,190270080,1916,161,,42.982283,-85.690127,87000
2,1739,11,1,49504,5,2,1734,9765,1913,259,,42.9748317,-85.6969022,99000
2,1489,11,1,49504,3,2,1554,3960,1885,354,,42.979341,-85.689123,98500
2,1418,11,1,49504,3,1,1771,5029,1916,210,,42.978643,-85.691353,100000
2,1544,11,1,49504,4,1.5,1684,4814,1926,1,,42.980252,-85.694339,92500
2,1500,11,1,49504,2,1,864,4356,1925,52,,42.9785554,-85.7002923,91900
2,1808,11,1,49504,3,1.5,896,6000,1950,337,,42.992386,-85.746371,82500
2,1428,11,1,49504,4,1,2016,6098,1956,357,,42.991741,-85.6958526,78000
2,1670,11,1,49504,2,1,953,6983,1948,,,42.989614,-85.702395,97500
2,1489,11,1,49504,2,1,986,5795,1948,253,,42.9947124,-85.6898401,80000
2,1809,11,1,49504,2,1,768,8276,1940,91,,42.997448,-85.705172,84900
5,672,11,1,49507,4,2,,5619,1950,119,,42.932102,-85.648135,100000
5,1716,11,1,49507,,,,4850,1946,269,,42.927599,-85.640001,77500
2,1488,11,1,49504,4,1,1402,4075,1900,184,,42.987442,-85.692036,85000
2,1464,11,1,49506,,2,1744,5793,1885,,,42.949013,-85.644371,87000
5,1645,11,1,49504,6,2,,4893,1900,304,,42.962489,-85.689688,75511
5,1520,11,1,49504,,,,3416,1900,305,,42.961341,-85.6853469,81000
5,1739,11,1,49504,6,4,,11761,1922,79,,42.97198,-85.696907,99900
5,620,11,1,49503,,,,5227,1910,283,,42.949934,-85.655032,83000
5,1810,11,1,49507,,,,5808,1917,34,,42.945914,-85.645548,92900
2,1577,11,1,49504,,2,1675,6098,1882,,,42.9876641,-85.6815001,92000
2,721,11,1,49503,,2,2713,5706,1894,,,42.9623233,-85.6523278,87000
5,1751,11,1,49503,1,1,,5175,1910,329,,42.937573,-85.683653,99000
5,1811,11,1,49504,3,2,,3920,1910,120,,42.9829305,-85.693182,100000
5,643,11,1,49507,4,2,,5401,1915,100,,42.943989,-85.659394,78000
5,1812,11,1,49504,6,3,,3520,1897,206,,42.967612,-85.6853612,96230
5,1544,11,1,49504,4,2,,4514,1890,203,,42.974803,-85.6936461,91000
5,1544,11,1,49504,4,2,,8276,1890,364,,42.97022,-85.6941329,99000
2,1419,11,1,49504,5,2,1800,4674,1916,,,42.9876151,-85.6854414,82000
5,1501,11,1,49504,3,2,,2376,1902,301,94,42.9642709,-85.687907,81500
2,1477,11,1,49505,,3,2743,5401,1912,,,42.985867,-85.659938,85360
2,1498,11,1,49504,,2,2640,6000,1890,,,42.977738,-85.687199,91700
2,672,11,1,49507,,2,1356,4704,1915,,,42.939337,-85.64875,79000
5,1615,11,1,49504,4,2,,7840,1907,102,,42.9811679,-85.68638,89900
5,1498,11,1,49504,5,16,,6534,1880,302,,42.9748282,-85.6858855,85000
5,1813,11,1,49504,5,3,,6599,1907,339,,42.968429,-85.691719,85661
5,1814,11,1,49504,5,2,,3392,1930,121,,42.960206,-85.687979,99500
5,1511,11,1,49504,8,4,,5750,1900,220,,42.985969,-85.679139,79900
2,1485,11,1,49504,5,3,2411,2178,1900,,,42.9672387,-85.6830686,77000
2,1526,11,1,49505,,2,1852,5750,1905,,,42.988442,-85.6603839,84000
5,1464,11,1,49503,6,3,,6468,1900,49,,42.9491159,-85.653777,79050
2,740,11,1,49507,5,2,1596,5750,1910,37,,42.940905,-85.647384,79500
2,1541,11,1,49507,,2,1295,6055,1946,,,42.937108,-85.651784,75600
2,1480,11,1,49505,6,2,1792,8015,1885,,,42.990786,-85.664301,85000
5,1815,11,1,49504,4,2,,,1922,322,111,42.9579942,-85.6917758,90000
5,1590,11,1,49505,,,,3950,1890,226,,42.9866393,-85.6650188,83000
2,1415,11,1,49504,,2,2092,6500,1893,,,42.9581,-85.687719,79900
2,1521,11,1,49504,,2,2684,9888,1875,,,42.976594,-85.678825,97000
5,1663,11,1,49504,2,1,,3993,1920,297,,42.984561,-85.693308,87000
5,1741,11,1,49505,4,2,,5009,1902,10,,42.988677,-85.66244,80000
2,1816,11,1,49505,4,2,2374,9060,1900,,,42.9875366,-85.6665427,83500
5,1620,11,1,49504,4,3,,2442,1890,169,,42.9687167,-85.6847393,85000
5,1817,11,1,49504,,,,5204,1880,302,,42.981539,-85.690968,77500
5,618,11,1,49507,4,2,,7797,1924,148,,42.928557,-85.650327,100000
2,1541,11,1,49507,4,1.5,1320,5140,2007,,,42.937648,-85.656774,80000
5,1660,11,1,49503,3,2,,6054,1885,147,,42.9771912,-85.6628219,97900
2,1818,11,1,49506,3,1,1105,4051,1890,364,,42.953264,-85.64005,94000
2,1819,11,1,49503,2,1,1305,5662,1923,232,,42.98395,-85.655036,78000
2,1435,11,1,49507,,2,1583,5271,1921,,,42.9306535,-85.6608923,92500
2,1626,11,1,49507,2,1.5,1620,4965,1905,242,,42.948161,-85.650747,85000
2,707,11,1,49507,,1.5,1592,5401,1910,,,42.944958,-85.639792,86000
2,1527,11,1,49507,,1,744,4792,1947,,,42.9404739,-85.6419996,76000
1,1820,11,1,49503,0,1,369,,1949,161,143,42.960021,-85.656451,84000
2,1657,11,1,49507,2,1.5,1640,4850,1950,203,,42.936091,-85.633962,85000
2,1571,11,1,49507,,1.5,1248,4574,1950,,,42.9285,-85.649073,82500
2,1501,11,1,49504,3,1,1628,4974,1950,351,,42.964365,-85.693652,79000
2,1821,11,1,49507,,1.5,1196,2570,1930,,,42.93297,-85.640527,92000
1,1822,11,1,49506,2,1.5,1036,,1967,140,240,42.919525,-85.620981,99000
2,1496,11,1,49505,2,1,1263,5280,1895,213,,42.995737,-85.662522,90000
2,1823,11,1,49504,3,2,1335,6160,1957,183,,42.977067,-85.692838,80000
2,1454,11,1,49507,4,1,1680,5547,1928,287,,42.932671,-85.642192,89900
2,1498,11,1,49504,5,1.5,1806,18652,1917,192,,42.977266,-85.705841,87000
2,1683,20,1,49548,3,1,1328,43560,1954,154,,42.906578,-85.659286,95100
2,1494,11,1,49504,,1,1358,7532,1918,,,42.988249,-85.6877,100000
2,1494,11,1,49504,3,2,1318,4356,1924,107,,42.993207,-85.687983,85000
2,1492,11,1,49507,3,1.5,1536,5619,1926,,,42.927461,-85.676246,99900
2,733,11,1,49507,3,2,1795,5749,1946,154,,42.933523,-85.642489,98900
2,1441,11,1,49506,4,2,1662,6185,1923,203,,42.950394,-85.644458,87900
2,1555,11,1,49505,3,1.5,1128,5014,1952,52,,42.9965313,-85.6403029,85000
2,1824,11,1,49504,3,1.5,1663,14000,1962,365,,42.977913,-85.736208,95000
2,1825,11,1,49503,4,1,1086,4748,1890,231,,42.937828,-85.6856844,77000
2,1713,11,1,49505,3,1,1618,4092,1890,259,,42.98711,-85.6617289,90000
2,1569,11,1,49507,4,2,1538,5749,1915,225,,42.930297,-85.663901,83900
2,1826,11,1,49507,3,1.5,1176,4960,1925,137,,42.9312203,-85.6572778,91000
2,1428,11,1,49504,3,1,1356,4791,1919,108,,42.9815874,-85.6950818,85750
2,851,11,1,49507,3,2.5,1304,5227,1926,126,,42.927074,-85.646177,90000
2,1518,11,1,49507,3,1,1250,6534,1910,178,,42.942846,-85.6605979,78200
2,618,11,1,49507,3,2,1262,4704,1928,147,,42.93215,-85.651298,98000
2,1673,11,1,49505,2,1,894,5478,1933,238,,42.990803,-85.645695,96000
2,1610,11,1,49506,4,2,1980,5650,1925,273,,42.941774,-85.639717,77791
2,1827,20,1,49509,3,1,1040,4791,1929,49,,42.9368987,-85.6930073,77250
2,1828,11,1,49505,3,1,725,4000,1900,364,,42.986561,-85.662977,80000
2,1829,11,1,49503,3,1,891,5750,1963,149,,42.980585,-85.635133,85500
2,1494,11,1,49504,,2,1791,4758,1895,,,42.9836313,-85.6882859,94900
2,1830,11,1,49503,4,1.5,1590,5793,1922,36,,42.965051,-85.636255,100000
1,1831,11,1,49503,0,1,369,,1949,113,143,42.960021,-85.656451,77100
2,1832,11,1,49504,3,1,1202,10454,1953,64,,42.995759,-85.704621,90000
2,1544,11,1,49504,5,1.5,1674,4840,1916,213,,42.9826542,-85.6943745,79500
2,1489,11,1,49504,2,1,1050,,1949,226,,42.995936,-85.690477,85000
2,1433,11,1,49507,4,2,1518,5271,1920,,,42.924855,-85.6397609,95000
2,1829,11,1,49503,4,1,988,5750,1950,115,,42.98058,-85.634015,91900
2,1488,11,1,49504,,1,1336,2919,1890,,,42.98702,-85.680815,78000
2,1418,11,1,49504,2,1.5,1263,,1920,93,,42.9786843,-85.691523,99911
2,1733,11,1,49505,2,1,1077,3484,1930,92,,42.9996552,-85.6578863,99000
2,1802,11,1,49503,3,1,990,5924,1920,,,42.980288,-85.636628,98000
2,1743,11,1,49503,3,1.5,1136,9900,1900,169,,42.979815,-85.649249,90000
2,1833,11,1,49504,2,1.5,1250,6000,1955,343,,42.9844522,-85.7096724,89900
2,1834,11,1,49506,4,1.5,1344,2400,1915,91,,42.950648,-85.636784,95000
2,1835,11,1,49504,3,1,918,4480,1920,100,,42.988218,-85.686822,80000
2,1475,11,1,49503,3,1,948,7501,1951,81,,42.977855,-85.63252,87500
2,1526,11,1,49505,3,1,912,5869,1927,49,,42.988347,-85.6463,93000
2,1699,11,1,49507,3,1.5,1380,6534,1924,333,,42.948632,-85.644069,99500
2,1556,11,1,49504,3,1,1340,4835,1900,329,,42.983187,-85.697457,80000
2,1721,11,1,49507,5,2,1525,4835,1886,42,,42.928725,-85.668897,95000
2,1435,11,1,49507,4,1.5,1446,4966,1913,,,42.928793,-85.660147,88900
2,1433,11,1,49507,,1,763,5053,1939,,,42.9246207,-85.6443209,84900
2,935,11,1,49525,2,1,1165,9583,1940,336,,43.029262,-85.6547439,97000
2,1672,11,1,49507,4,2.5,2020,5662,1902,114,,42.928576,-85.665811,77500
2,1488,11,1,49504,3,1.5,1384,5808,1900,101,,42.987551,-85.695182,97200
2,1477,11,1,49505,2,2,1315,2613,1885,168,,42.985555,-85.659936,79500
2,1640,11,1,49505,2,1.5,953,6750,1940,148,,42.9865769,-85.632169,96000
2,1836,11,1,49505,3,1.5,2176,7124,1950,336,,42.995652,-85.643824,96500
2,1489,11,1,49504,2,1,1414,4944,1955,326,,42.9967102,-85.6899398,84733
2,1829,11,1,49503,3,3,1540,6534,1900,233,,42.981223,-85.657509,90000
2,1581,11,1,49503,5,1.5,1658,4922,1916,241,,42.9331273,-85.6844073,91500
2,1569,11,1,49507,3,1,1152,5248,1915,42,,42.923374,-85.664309,100000
2,1571,11,1,49507,2,0.5,1498,8100,1920,277,,42.9285659,-85.657079,98000
2,1837,11,1,49504,3,1,1349,5255,1900,319,,42.992843,-85.690954,95000
2,1838,11,1,49507,2,1,768,5924,1949,126,,42.9299223,-85.6444071,83500
2,1636,11,1,49503,,1,940,8756,1915,,,42.983225,-85.645237,84000
2,1839,11,1,49506,4,1.5,,4965,1952,329,,42.9403487,-85.6390975,83000
2,1840,11,1,49504,,1.5,1735,4326,1917,,,42.961515,-85.698365,95000
2,1464,11,1,49506,4,2,2480,5520,1900,225,,42.9490875,-85.6461162,79900
2,1701,11,1,49505,2,1.5,1350,6534,1936,134,,42.9851,-85.6334229,99900
2,1841,11,1,49504,,1.5,1032,4505,1959,,,42.980098,-85.701223,98300
2,1821,11,1,49507,3,1.5,1196,5320,1927,63,,42.932273,-85.636524,94000
2,1625,11,1,49503,2,1,1404,6011,1928,259,,42.9786791,-85.6301704,82000
2,1604,11,1,49507,3,1.5,1288,5805,1922,23,,42.928668,-85.66138,99000
2,1842,11,1,49504,3,1,1248,,1929,305,,42.986732,-85.698251,79500
2,361,11,1,49505,2,1,900,5662,1951,294,,42.998887,-85.668456,90000
2,1497,11,1,49504,3,1.5,1344,4944,1916,179,,42.9866745,-85.6847071,98000
2,1843,11,1,49508,3,1.5,1392,18413,1977,,,42.8878709,-85.617716,85000
2,1651,11,1,49504,4,2,1586,5227,1905,116,,42.9877678,-85.6891895,89000
2,1844,11,1,49504,2,1,744,5227,1954,218,,42.995081,-85.692527,91000
2,1681,11,1,49505,2,1,851,5924,1924,221,,43.003331,-85.637913,92000
2,,11,1,49505,2,1,1014,5270,1924,347,,42.997923,-85.663392,96000
2,1571,11,1,49507,3,1,1286,6708,1929,,,42.9283636,-85.6408944,96500
2,1489,11,1,49504,3,1,1082,5280,1896,129,,42.984417,-85.688939,77000
2,1625,11,1,49503,,1,792,6229,1925,,,42.978202,-85.633819,97000
2,1845,11,1,49508,2,1.5,1114,8712,1951,302,,42.9112413,-85.6345631,77000
2,1610,11,1,49506,3,1.5,880,3441,1923,277,,42.947272,-85.639745,83500
2,1435,11,1,49507,4,2,1728,5445,1910,,,42.9477808,-85.661234,80000
2,1573,11,1,49507,3,2,1591,4792,1927,,,42.929774,-85.65631,84000
2,1610,11,1,49506,3,1.5,1388,6098,1926,212,,42.942591,-85.639729,99900
2,1562,11,1,49504,2,2,923,3510,1923,359,,42.974476,-85.697238,98000
2,1846,11,1,49503,2,1,642,7076,1953,21,,42.982226,-85.647692,82860
2,1536,11,1,49503,5,2,1386,4835,1900,39,,42.9462469,-85.6869428,77900
2,1847,11,1,49505,2,1,1202,6750,1951,130,,42.9887738,-85.6478295,88500
2,1695,11,1,49505,3,1,1810,2800,1910,357,,42.990452,-85.661492,77100
2,1848,11,1,49507,3,1,936,6660,1950,154,,42.9225783,-85.6402599,97750
2,1849,11,1,49504,5,2,1814,3744,1890,,,42.9737959,-85.6924118,89700
2,1708,11,1,49505,2,1,820,5706,1950,255,,43.001307,-85.638236,92000
2,1850,11,1,49503,2,1.5,936,2265,1890,259,,42.973384,-85.6654598,100000
2,1547,11,1,49503,3,1,1026,5009,1895,,,42.935783,-85.684116,85000
2,1846,11,1,49505,3,2,1642,5000,1875,163,,42.986982,-85.647728,91860
2,1508,11,1,49505,3,1.5,1360,4922,1920,84,,42.9855679,-85.6583149,79945
