PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,BEDS,BATHS,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,HOA/MONTH,LATITUDE,LONGITUDE,PRICE
2,4595,20,1,49509,3,1,1222,5100,1955,179,,42.8960579,-85.697942,104900
2,4546,20,1,49548,3,1,986,6534,1935,168,,42.8907091,-85.6704127,110900
2,4735,20,1,49519,3,1,1002,12880,1929,305,,42.919155,-85.711564,117000
2,4768,20,1,49509,3,2,1952,7425,1950,52,,42.9103606,-85.6833043,113700
2,4650,20,1,49509,2,2,1615,13503,1952,351,,42.908464,-85.678613,110000
2,125,20,1,49519,4,2,2080,26136,1960,269,,42.906189,-85.725145,116500
2,4544,20,1,49509,3,1,1473,,1930,207,,42.9343925,-85.6995858,109000
2,4662,20,1,49519,3,2,1470,5000,1924,204,,42.919199,-85.716769,105000
2,595,20,1,49548,3,1,1472,6721,1946,92,,42.912374,-85.654172,116000
2,4769,20,1,49509,3,1.5,1164,6120,1961,149,,42.904195,-85.698696,125000
2,4719,20,1,49519,4,2,1316,,1964,14,,42.9055043,-85.7102127,110000
2,4593,20,1,49548,2,1,915,21780,1951,79,,42.870444,-85.669724,120000
2,4568,20,1,49509,3,1,1464,8505,1960,112,,42.889539,-85.6992044,120400
2,4770,20,1,49519,,,,,,,,42.881928,-85.724949,122000
2,4771,20,1,49519,3,1,1344,6534,1949,219,,42.915593,-85.71584,101500
2,1737,20,1,49548,4,2,1648,9250,1925,198,,42.910246,-85.664873,120000
2,4769,20,1,49509,3,1,1476,4791,1971,172,,42.8945144,-85.6989015,119900
2,4583,20,1,49548,3,1.5,1742,7274,1947,287,,42.907117,-85.669456,120000
2,138,20,1,49519,3,1,1678,8276,1961,99,,42.8992325,-85.7089516,119800
2,3001,20,1,49509,3,1,1335,12051,1950,239,,42.929747,-85.7032459,112000
2,4646,20,1,49509,,,,8276,,,,42.8856527,-85.6935669,105000
2,668,20,1,49509,3,2,938,11310,1942,323,,42.901173,-85.685562,121500
2,4551,20,1,49509,,,,,,,,42.8865089,-85.695973,121900
2,4772,20,1,49519,,,,21780,,,,42.903753,-85.714224,115000
2,4728,20,1,49509,,,,,,,,42.898313,-85.683593,103000
2,2839,20,1,49519,3,1,821,21562,1940,283,,42.906148,-85.7285799,119900
2,4571,20,1,49509,3,1,970,6720,1951,32,,42.903033,-85.687886,109900
2,1456,20,1,49548,,,,,,,,42.875023,-85.66961,121000
2,4641,20,1,49519,2,1.5,1400,5900,1950,253,,42.919001,-85.721237,109900
2,4773,20,1,49548,,,,,,,,42.904932,-85.668901,115500
2,4774,20,1,49509,3,2,1112,,1928,336,,42.897758,-85.6996209,110900
2,4646,20,1,49509,3,2,1240,5300,1952,115,,42.897016,-85.694008,115000
2,4700,20,1,49519,3,1,1392,7500,1950,11,,42.9154259,-85.714819,125000
2,148,20,1,49519,,,,,,,,42.9066649,-85.712299,118000
2,2847,20,1,49418,,,,38333,,,,42.869879,-85.742655,119000
2,4662,20,1,49519,,,,,,,,42.910367,-85.716547,113300
2,4596,20,1,49548,3,2,1300,6500,1954,225,,42.886244,-85.6726709,120000
2,4775,20,1,49548,3,1,1428,6534,1940,319,,42.8737287,-85.6663972,106000
2,4618,20,1,49509,,,,,,,,42.88699,-85.693002,111900
2,4776,20,1,49519,3,1,1404,10144,1959,109,,42.901804,-85.726702,123500
2,4590,20,1,49509,2,2,1372,7649,1953,228,,42.899991,-85.69717,110000
2,4536,20,1,49519,,,,,,,,42.920141,-85.732531,113500
2,4590,20,1,49509,3,2,1811,5100,1962,78,,42.903247,-85.697296,121500
2,4691,20,1,49509,2,2,1301,7752,1951,219,,42.8944527,-85.6809702,113900
2,4768,20,1,49509,3,1.5,1164,6996,1950,305,,42.910188,-85.688619,105000
2,4619,20,1,49519,4,1,1176,9750,1940,318,,42.8975278,-85.7066356,102500
2,1827,20,1,49509,3,1.5,1277,6969,1941,49,,42.936608,-85.701235,106000
2,4590,20,1,49509,2,1,960,6534,1959,179,,42.893308,-85.696845,117000
2,4723,20,1,49519,3,1,1638,9240,1955,100,,42.892403,-85.715448,125000
2,1569,20,1,49548,3,1.5,1480,6721,1950,189,,42.895641,-85.661896,118000
2,4532,20,1,49509,,,,7405,,,,42.903342,-85.681798,114900
2,4700,20,1,49519,,,,7405,,,,42.921793,-85.715082,117000
2,4638,20,1,49509,,,,6970,,,,42.907674,-85.686074,120700
2,668,20,1,49509,4,1.5,1094,8276,1950,232,,42.910081,-85.6851,119000
2,4568,20,1,49509,3,1,1435,,1978,329,,42.8975786,-85.6989468,105500
2,1456,20,1,49548,4,2.5,2257,9315,1951,161,,42.900462,-85.669962,110000
2,138,20,1,49519,3,2,1294,9583,1955,157,,42.885045,-85.727351,120000
2,4638,20,1,49509,3,1.5,1885,9583,1961,66,,42.907865,-85.709719,125000
2,4669,20,1,49509,3,2,1196,6600,1950,239,,42.918149,-85.688601,114500
2,4685,20,1,49509,,,,,,,,42.90677,-85.687787,123600
2,668,20,1,49509,3,1,1000,5610,1950,109,,42.906865,-85.685761,110000
2,4676,20,1,49548,3,1,1550,6500,1949,10,,42.911647,-85.668126,118000
2,4590,20,1,49509,3,1,1872,5814,1964,45,,42.895953,-85.69694,125000
2,183,20,1,49509,3,2,1504,26136,1952,42,,42.903338,-85.70541,119500
2,4525,20,1,49509,3,3,2360,4356,1930,196,,42.931084,-85.7013369,122500
2,4584,20,1,49519,4,2,1334,8280,1920,16,,42.924407,-85.720489,116000
2,4725,20,1,49509,3,1,1560,8023,1953,162,,42.908562,-85.69727,124000
2,4777,20,1,49519,4,2.5,1880,6534,1968,360,,42.901636,-85.721639,120500
2,4646,20,1,49509,3,1,1999,5227,1950,262,,42.896052,-85.694598,110000
2,4571,20,1,49509,3,1,970,6300,1950,121,,42.903507,-85.687003,122000
2,4596,20,1,49548,,,,6534,,,,42.886209,-85.666216,120000
2,4708,20,1,49509,3,1,1040,6554,1950,253,,42.909329,-85.691985,123000
2,4621,20,1,49519,5,2,1828,7405,1920,267,,42.920116,-85.709459,122400
2,125,20,1,49519,3,1,1408,21780,1930,157,,42.9192831,-85.7253163,116250
2,4547,20,1,49509,4,1.5,1798,7405,1952,204,,42.914982,-85.680527,107500
2,4544,20,1,49509,,,,4792,,,,42.932419,-85.698901,107000
2,4584,20,1,49519,2,1,1008,8280,1947,188,,42.925071,-85.720505,110000
2,4654,20,1,49519,2,1.5,1088,5850,1932,126,,42.919644,-85.722319,104500
2,183,20,1,49509,4,3,1768,21600,1930,113,,42.888678,-85.704891,119900
2,4662,20,1,49519,,,,,,,,42.911298,-85.715841,124000
2,1456,20,1,49548,3,1,974,,1953,50,,42.8805339,-85.6698048,120000
2,4700,20,1,49519,3,1,1260,7187,1951,162,,42.9245623,-85.7155497,116000
2,4778,20,1,49548,,,,,,,,42.88194,-85.672302,120000
2,4619,20,1,49519,3,1,1120,19602,1940,151,,42.897345,-85.706769,117600
2,4779,20,1,49509,3,2,1244,4200,1926,120,,42.9317009,-85.702793,101000
2,125,20,1,49519,3,1.5,1226,33105,1930,107,,42.9020759,-85.7248716,123000
2,4661,20,1,49519,4,1,1240,9760,1944,289,,42.9222227,-85.7134339,117500
2,4562,20,1,49519,,,,,,,,42.8918405,-85.7221328,125000
2,4780,20,1,49519,,,,21344,,,,42.895623,-85.713827,108000
2,4685,20,1,49509,3,1,2000,,1952,310,,42.907329,-85.692311,125000
2,4632,20,1,49509,4,1.5,1865,14810,1930,91,,42.901868,-85.689824,121500
2,4571,20,1,49509,3,1,975,6720,1950,58,,42.9030289,-85.68632,115000
1,4698,20,1,49519,2,2,1070,,2016,63,200,42.912511,-85.713762,134900
2,2938,23,1,49418,,,,67954,,,,42.857375,-85.782642,130000
5,4781,20,1,49509,,,,16944,1961,95,,42.902741,-85.690938,150000
1,4698,20,1,49519,2,2,1070,,2016,7,200,42.910901,-85.714022,128000
1,4698,20,1,49519,2,2,1070,,2016,28,200,42.910938,-85.713997,134000
1,4698,20,1,49519,2,2,1070,,2016,112,200,42.910821,-85.714005,141400
1,4698,20,1,49519,2,2,1070,,2016,157,200,42.910981,-85.714012,128000
2,4782,20,1,49509,3,1,975,8772,1961,43,,42.893738,-85.702982,134500
2,4708,20,1,49509,3,1,2060,7013,1950,129,,42.90985,-85.692652,135000
2,4783,20,1,49519,,,,,,,,42.902154,-85.725921,130000
1,4784,20,1,49418,,,,,,,,42.865094,-85.763651,132000
1,4785,20,1,49418,2,2,1140,,2006,169,167,42.876312,-85.749111,138000
1,4786,20,1,49418,3,2,1154,,2007,128,145,42.877286,-85.748562,137500
1,4787,20,1,49519,,,,,,,,42.885501,-85.715161,135000
2,4735,20,1,49519,3,1,1800,13939,1955,112,,42.9165802,-85.7121412,143000
2,4558,20,1,49519,2,2.5,1580,11761,1961,199,,42.896586,-85.719272,127400
1,4788,20,1,49519,2,2,1516,,1986,135,224,42.901259,-85.731967,130500
2,4789,20,1,49509,3,1,1676,,1954,140,,42.8967079,-85.6813153,130000
2,4756,20,1,49509,3,1,1312,8712,1961,116,,42.893725,-85.700749,135000
1,4790,20,1,49418,2,2.5,1330,,2006,253,167,42.876388,-85.749121,147000
1,4791,20,1,49519,,,,,,,,42.910981,-85.714012,128000
1,4792,20,1,49418,3,2.5,1620,,2001,155,150,42.866841,-85.7644,143000
1,4793,20,1,49418,3,2.5,1620,,2001,253,150,42.866893,-85.764218,145500
2,183,20,1,49509,,,,15682,,,,42.909099,-85.704615,135000
1,4794,20,1,49418,,,,,,,,42.865455,-85.764668,135000
2,4655,20,1,49509,3,2,1358,8276,1955,1,,42.914946,-85.688579,150000
2,4745,20,1,49519,3,2,1840,17860,1962,240,,42.901001,-85.718171,134000
2,4658,20,1,49509,4,1.5,1871,14850,1956,207,,42.888929,-85.689219,130000
1,4795,20,1,49519,,,,,,,,42.902712,-85.732744,125500
2,4796,20,1,49509,3,1,1578,8260,1952,316,,42.907338,-85.693853,128000
2,4745,20,1,49519,3,1,1540,9321,1960,329,,42.900174,-85.717231,129500
1,4797,20,1,49418,3,0.5,2215,,2001,352,150,42.864994,-85.764601,143900
1,4798,20,1,49418,3,2.5,2105,,2001,329,150,42.865094,-85.763651,132000
2,4693,20,1,49509,3,1.5,1820,7535,1964,351,,42.920475,-85.693524,140000
2,4799,20,1,49519,3,2.5,2176,5600,1977,263,,42.887497,-85.711551,145000
1,4800,20,1,49418,,,,,,,,42.876427,-85.749124,137000
1,4801,20,1,49418,,,,,,,,42.8762,-85.749088,134900
2,2847,20,1,49418,,,,47916,,,,42.868983,-85.742482,140000
2,4621,20,1,49519,3,3,1626,10046,1923,267,,42.919488,-85.709563,140000
2,639,20,1,49548,4,2,1910,8100,1930,303,,42.900214,-85.663423,137500
2,4516,20,1,49548,2,1,1030,5742,2017,7,,42.894382,-85.667561,150000
2,4691,20,1,49509,3,1.5,1787,7697,1951,88,,42.894449,-85.682216,129900
2,4691,20,1,49509,3,1,912,8100,1963,233,,42.894958,-85.679165,126000
2,4802,20,1,49509,3,1.5,1488,8712,1955,94,,42.887786,-85.691068,130000
2,4554,20,1,49548,4,2,1716,6500,1949,28,,42.887178,-85.673272,134000
2,4520,20,1,49509,4,3.5,2294,8160,1954,78,,42.8851532,-85.6947798,143000
2,4595,20,1,49509,3,2,1450,9108,1958,73,,42.885202,-85.697147,135000
2,4803,20,1,49509,2,3,2636,52272,1940,196,,42.891118,-85.695581,135000
2,4562,20,1,49519,4,2,1824,8250,1958,142,,42.891306,-85.716564,147000
1,4804,20,1,49519,2,2,1588,,1988,115,241,42.885022,-85.707744,140000
2,4558,20,1,49519,3,1,1008,8494,1959,170,,42.897609,-85.719292,131000
2,138,20,1,49519,3,2,1458,12300,1962,199,,42.899,-85.722588,145000
2,138,20,1,49519,,,,17860,,,,42.895433,-85.725962,139900
2,4805,20,1,49519,2,1,1418,8712,1953,161,,42.899656,-85.708973,135000
2,138,20,1,49519,,,,,,,,42.898682,-85.714519,130000
2,4540,20,1,49519,3,1,1640,8040,1956,14,,42.900991,-85.720522,135000
2,4685,20,1,49519,3,1.5,1457,10000,1956,253,,42.9077885,-85.7272141,134000
2,4685,20,1,49519,3,1.5,1834,,1959,361,,42.9077604,-85.727906,139615
2,138,20,1,49519,3,1,1104,12600,1954,206,,42.8992638,-85.7101911,137000
2,4725,20,1,49509,3,1,1742,6534,1954,8,,42.90903,-85.693069,132000
2,4709,20,1,49509,3,1.5,870,8100,1955,3,,42.899847,-85.701305,143900
2,4709,20,1,49509,3,2,1388,8150,1955,191,,42.90034,-85.701324,150000
2,4596,20,1,49509,,,,11761,,,,42.904614,-85.697386,139000
2,148,20,1,49509,3,1.5,1828,10890,1956,93,,42.905535,-85.6960409,137000
2,4728,20,1,49509,3,1,1340,8415,1954,176,,42.901836,-85.683472,128000
2,4693,20,1,49509,,,,,,,,42.915336,-85.692811,125500
2,4520,20,1,49509,3,2,2498,8276,1961,161,,42.919331,-85.69535,129900
2,4806,20,1,49519,3,2,2118,8250,1952,35,,42.9160863,-85.714797,140000
2,4807,20,1,49509,,,,,,,,42.917444,-85.693768,127000
2,4620,20,1,49519,4,1.5,1386,8350,1964,281,,42.917838,-85.713587,147500
2,4808,20,1,49519,3,1,2790,13747,1956,84,,42.914856,-85.717793,144900
2,4809,20,1,49519,3,1,1133,10260,1951,207,,42.917891,-85.7197319,130000
2,4700,20,1,49519,,,,,,,,42.925499,-85.715936,127000
2,4810,20,1,49519,3,2,1600,19500,1950,331,,42.926476,-85.717739,130000
2,4584,20,1,49519,,,,,,,,42.9253828,-85.7211074,127000
2,4811,20,1,49519,,,,,,,,42.919209,-85.731273,132500
2,138,20,1,49519,,,,10890,,,,42.899518,-85.719378,136500
2,125,20,1,49519,,,,10019,,,,42.896758,-85.7240829,135000
5,125,20,1,49519,3,2,,13616,1920,142,,42.878188,-85.724084,130000
2,4812,11,1,49509,,,,,,,,42.923232,-85.690051,150000
5,138,20,1,49519,7,4,,,1965,360,,42.909644,-85.710796,140000
5,148,20,1,49519,2,1,,8122,1969,325,,42.906576,-85.7083229,132000
2,4579,20,1,49548,2,1,1116,6600,2016,227,,42.906352,-85.672456,144500
2,4520,20,1,49509,3,1,1484,8576,1960,198,,42.890155,-85.694856,139900
2,4597,20,1,49509,4,2.5,2080,11962,1915,261,,42.928963,-85.692156,132000
2,4663,20,1,49509,3,2,1698,8432,1956,130,,42.896795,-85.680865,134525
2,4813,20,1,49509,3,2,942,,1954,191,,42.906407,-85.701765,138000
2,148,20,1,49509,3,2,1800,8712,1954,113,,42.90644,-85.691443,143000
2,4814,20,1,49519,3,1.5,1764,10414,1960,192,,42.9017399,-85.727962,144000
2,4815,20,1,49548,3,1.5,1341,,1930,88,,42.8919124,-85.6593807,125500
2,138,20,1,49519,3,2,1638,12750,1957,274,,42.8986779,-85.714309,138000
2,4562,20,1,49509,,,,,,,,42.891,-85.703303,150000
1,4816,20,1,49519,3,3,,,1998,361,195,42.885042,-85.7151,141000
2,138,20,1,49548,4,1.5,2872,16552,1915,333,,42.8729,-85.669674,140000
2,4571,20,1,49519,4,2,1805,9309,1959,231,,42.904309,-85.709607,140500
1,4797,20,1,49418,,,,,,,,42.864994,-85.764601,143900
1,4817,20,1,49418,,,,,,,,42.8766589,-85.7491469,130000
1,4818,20,1,49519,2,2,1120,,,273,155,42.8860086,-85.7144104,130000
2,4719,20,1,49519,3,2,1804,8160,1956,205,,42.897188,-85.710619,150000
2,4654,20,1,49519,3,2,1800,10353,1951,283,,42.915555,-85.722205,148000
2,1948,20,1,49509,3,1.5,1666,6996,1950,263,,42.910191,-85.689212,130000
2,4796,20,1,49509,3,2,1502,6534,1951,100,,42.906781,-85.689309,146000
2,4685,20,1,49519,3,1.5,2074,8370,1961,71,,42.9069452,-85.7076734,128500
2,4540,20,1,49519,5,2.5,1920,8850,1927,219,,42.918706,-85.721851,135000
2,4536,20,1,49519,4,1,1683,17556,1910,80,,42.921343,-85.732625,147000
2,4819,20,1,49519,4,3,1892,10890,1930,63,,42.9197006,-85.724039,138500
2,4820,20,1,49519,3,1.5,1757,10018,1968,137,,42.911157,-85.717052,137000
2,4723,20,1,49519,,,,1742400,,,,42.903187,-85.716082,143000
2,4780,20,1,49519,,,,,,,,42.8982979,-85.712611,132500
2,4725,20,1,49509,3,1.5,1892,6534,1951,100,,42.909037,-85.6939359,130000
2,4654,20,1,49519,4,2.5,1976,11325,1932,171,,42.9145875,-85.7227128,126000
2,4600,20,1,49519,3,1,1620,8280,1972,109,,42.92402,-85.718048,134000
2,4807,20,1,49509,3,2,1940,8197,1955,154,,42.917133,-85.693141,134500
2,4821,20,1,49519,3,1,1102,11761,1983,56,,42.878191,-85.724339,140000
2,4638,20,1,49509,3,2,1482,6996,1950,221,,42.907703,-85.692371,126000
2,4540,20,1,49519,3,1,1160,8100,1959,162,,42.902821,-85.720563,129000
2,4638,20,1,49509,,,,6970,,,,42.908219,-85.69217,150000
2,4619,20,1,49519,3,2.5,1889,9500,1974,179,,42.897792,-85.7058629,145000
2,4733,20,1,49519,2,1.5,1878,6240,1953,266,,42.919567,-85.720837,135000
2,4619,20,1,49519,4,1.5,1649,19500,1946,253,,42.894326,-85.706703,145000
2,4708,20,1,49509,3,1.5,1490,6554,1950,238,,42.9093019,-85.687552,133000
2,4709,20,1,49509,3,1,1540,8040,1968,253,,42.895527,-85.701206,128000
2,4663,20,1,49509,,,,,,,,42.896782,-85.699556,128500
2,4809,20,1,49519,3,2,1872,7840,1959,130,,42.9185601,-85.7191296,127000
2,4822,20,1,49548,3,1,1075,10541,1940,260,,42.88533,-85.672047,140000
1,4823,20,1,49418,,,,,,,,42.877118,-85.749003,127500
2,149,20,1,49519,4,2,1636,6534,1959,87,,42.893837,-85.714299,147500
2,4824,20,1,49519,3,1.5,1092,8775,1974,100,,42.88038,-85.72666,140000
1,4825,20,1,49418,2,2.5,1384,,2006,316,167,42.8762,-85.749088,134900
2,4751,20,1,49519,4,2,1920,13068,1965,84,,42.911102,-85.716562,134000
2,4584,20,1,49519,3,1.5,1400,15962,1957,112,,42.901957,-85.719081,130000
2,4620,20,1,49519,,,,,,,,42.916508,-85.713412,129500
2,4596,20,1,49509,3,2,1735,9656,1961,57,,42.885488,-85.7034709,143500
2,4740,20,1,49509,4,2,1882,8395,1982,344,,42.89411,-85.683288,133000
2,4584,20,1,49519,3,2,1992,8646,1957,253,,42.898551,-85.71982,141000
2,4719,20,1,49519,3,1.5,1508,10454,1965,123,,42.898032,-85.710234,139900
2,4826,20,1,49509,4,2,1762,10890,1988,168,,42.905534,-85.692204,145000
2,668,20,1,49509,4,2,1520,7670,1950,39,,42.910263,-85.6859319,129600
2,4821,20,1,49519,3,1.5,1001,,1972,289,,42.8782039,-85.7248,145000
2,138,20,1,49519,3,1,1008,9112,1960,176,,42.901907,-85.706605,129900
2,4827,20,1,49519,3,1.5,1282,19035,1964,35,,42.8880989,-85.7150039,139900
2,149,20,1,49509,3,2,1565,,1955,163,,42.8917672,-85.6910747,137500
2,4828,20,1,49519,3,1.5,1356,19166,1979,280,,42.8937219,-85.72588,142500
2,4829,23,1,49418,,,,23522,,,,42.875198,-85.7757869,150000
2,148,12,1,49548,,,,10890,,,,42.9061949,-85.668193,129000
2,4814,20,1,49519,4,2,2234,10275,1956,182,,42.901198,-85.727229,147000
2,4562,20,1,49509,3,1.5,1250,,1951,63,,42.8908429,-85.687449,133000
2,4830,20,1,49509,3,1.5,1830,8712,1960,276,,42.892829,-85.701977,141000
2,4558,20,1,49519,,,,,,,,42.894045,-85.719219,145000
2,4676,20,1,49548,3,1,1395,7930,1980,261,,42.911123,-85.668696,138000
2,4831,20,1,49509,3,2,1940,8370,1959,354,,42.88693,-85.701495,139000
2,4832,20,1,49519,3,2,1736,6860,1957,52,,42.9185322,-85.7108867,147000
2,4540,20,1,49519,3,1,1470,9147,1959,178,,42.8981459,-85.721759,128500
2,4638,20,1,49509,3,2,1838,6996,1950,162,,42.90771,-85.693568,140000
2,4619,20,1,49519,,,,,,,,42.893777,-85.706692,135000
2,4733,20,1,49519,2,1.5,1332,6300,1951,189,,42.919014,-85.720821,125750
2,1770,20,1,49509,3,1,1901,7927,1947,28,,42.909278,-85.66869,137000
2,4593,20,1,49548,3,1,1200,22476,1952,287,,42.872358,-85.670101,127000
2,4719,20,1,49519,3,1,950,7965,1958,316,,42.895715,-85.709858,134900
2,4685,20,1,49519,3,1,2040,8098,1963,79,,42.907479,-85.708386,134000
2,4833,20,1,49519,2,1.5,1632,,1975,210,,42.885503,-85.717131,145101
5,138,20,1,49509,7,2,,20038,1930,39,,42.899201,-85.689689,150000
2,4834,20,1,49509,4,2.5,1636,,1951,144,,42.90858,-85.678509,129900
2,4638,20,1,49509,2,1.5,1802,6554,1953,231,,42.908218,-85.691948,126000
2,4638,20,1,49509,3,1,1614,8276,1954,259,,42.907865,-85.70222,137500
2,4685,20,1,49509,,,,,,,,42.9072392,-85.6927666,126000
2,4835,20,1,49509,3,2.5,2112,5350,1935,59,,42.897234,-85.678853,130000
2,4620,20,1,49519,4,2,1980,9620,1920,189,,42.92025,-85.713667,132000
2,138,20,1,49519,3,2,1817,19602,1949,204,,42.863198,-85.72911,139900
2,4824,20,1,49519,3,1.5,1592,10465,1972,200,,42.880345,-85.724527,145000
2,4740,20,1,49509,,,,,,,,42.893567,-85.6857069,133000
2,138,20,1,49519,3,1.5,1580,7840,1960,120,,42.9023448,-85.7064683,145000
2,3142,20,1,49548,4,2,1800,6098,1983,169,,42.8810689,-85.666175,128000
2,4836,20,1,49519,,,,,,,,42.882748,-85.724327,139000
2,4740,20,1,49509,3,1.5,1826,8220,1954,137,,42.893573,-85.687506,137900
2,1724,20,1,49509,3,1.5,1220,10800,1952,176,,42.901918,-85.684382,142000
2,4525,11,1,49509,,,,9583,,,,42.887822,-85.699724,139000
2,4690,20,1,49548,,,,6534,,,,42.876871,-85.6687199,129100
2,668,20,1,49509,,,,,,,,42.895022,-85.685266,145000
2,4540,20,1,49519,3,1,1600,8040,1959,155,,42.897892,-85.721026,130000
2,4663,20,1,49509,,,,,,,,42.896318,-85.703164,135000
2,183,20,1,49509,2,1.5,1518,13939,1953,192,,42.896639,-85.704218,140000
2,4837,20,1,49519,,,,,,,,42.8797686,-85.7180572,150000
2,4838,20,1,49519,3,1.5,2367,8775,1971,176,,42.881306,-85.727171,150000
2,4540,20,1,49519,3,2,1990,3844,1953,324,,42.915503,-85.721759,140000
2,4641,20,1,49519,3,1,1375,9278,1960,100,,42.897152,-85.72174,135000
2,138,20,1,49519,4,1.5,2200,39639,1964,214,,42.899799,-85.72125,150000
2,4571,20,1,49519,3,2,1788,7840,1958,240,,42.90373,-85.707097,131000
2,4718,20,1,49509,3,2,1262,8100,1956,332,,42.886475,-85.69103,129500
2,4693,20,1,49509,3,1.5,1752,8100,1957,210,,42.915172,-85.692805,130000
2,4654,20,1,49509,4,2,1750,,1930,191,,42.917439,-85.722256,134900
2,4547,20,1,49509,3,1,2020,11550,1936,71,,42.910475,-85.679913,127900
2,4685,20,1,49519,3,1.5,1620,8100,1961,211,,42.9073688,-85.7075044,135000
2,4520,20,1,49509,,,,8276,,,,42.8892867,-85.694948,135000
2,4745,20,1,49519,,,,,,,,42.898452,-85.718063,127500
2,4839,20,1,49519,3,1.5,1500,8494,1959,234,,42.897948,-85.719299,137000
2,4584,20,1,49519,3,1.5,1800,7991,1957,66,,42.897206,-85.719795,139501
2,4649,20,1,49509,,,,,,,,42.9213605,-85.6907536,125100
2,4646,20,1,49509,,,,8712,,,,42.890763,-85.6937325,137000
2,4840,20,1,49509,3,2.5,1800,,1981,77,,42.895916,-85.684023,140000
2,4600,20,1,49519,4,2,2000,12420,1950,196,,42.924641,-85.7187639,128900
2,4520,20,1,49509,4,2,1864,8276,1960,231,,42.888782,-85.6949034,147000
2,4568,20,1,49509,4,1.5,1932,7535,1975,220,,42.897306,-85.698949,129900
2,1605,20,1,49548,4,2,1680,8512,2004,148,,42.858187,-85.667935,150000
2,4536,20,1,49519,4,2,1553,8276,1986,63,,42.918691,-85.732496,140000
2,4595,20,1,49509,3,1,1514,7840,1958,112,,42.890123,-85.69807,134000
2,4525,20,1,49509,3,2.5,1456,13503,1953,84,,42.896896,-85.700143,130500
2,4719,20,1,49519,3,2,1888,11460,1935,266,,42.900763,-85.71023,150000
2,138,20,1,49509,,,,24394,,,,42.891311,-85.696876,139900
2,4575,20,1,49509,3,2,1490,42689,1963,22,,42.92221,-85.6900949,134900
2,3001,20,1,49519,,,,,,,,42.917549,-85.73292,138000
2,4542,20,1,49509,,,,,,,,42.893199,-85.702696,150000
2,4841,20,1,49519,3,1,1594,8276,1950,136,,42.926377,-85.721234,137500
2,4558,20,1,49519,3,1,1466,13068,1942,326,,42.914691,-85.720375,127000
2,4551,20,1,49509,4,2,1990,,1961,364,,42.8903589,-85.696841,149000
2,4663,20,1,49509,,,,,,,,42.896766,-85.696574,139900
2,4718,20,1,49509,3,2,1682,8100,1956,312,,42.8864537,-85.6917288,134000
2,4520,20,1,49509,4,1.5,2801,10400,1959,224,,42.920333,-85.69554,143000
2,4814,20,1,49519,,,,,,,,42.89847,-85.727149,135000
2,4593,20,1,49548,4,2,1610,9583,1951,154,,42.86157,-85.669827,129500
2,4789,20,1,49509,3,2,1730,7800,1959,171,,42.8962602,-85.6794655,133000
2,4842,20,1,49519,,,,,,,,42.898941,-85.730215,135000
2,4540,20,1,49519,2,2,1216,5900,1930,184,,42.92046,-85.721905,130000
2,4590,20,1,49509,3,1,1460,5100,1968,183,,42.903523,-85.697308,126000
2,4843,20,1,49509,3,1.5,2240,350222400,1956,8,,42.915195,-85.692078,139900
2,4663,20,1,49509,3,2,1592,8276,1955,170,,42.8962631,-85.6806978,128700
2,595,20,1,49548,4,2,1970,7200,1964,107,,42.909229,-85.653341,133000
2,4619,20,1,49519,4,2,1588,8058,1958,340,,42.9015892,-85.7064259,143000
2,148,20,1,49509,3,1.5,1784,11970,1962,120,,42.905517,-85.695542,142500
2,4711,20,1,49519,3,1,1790,12524,1956,39,,42.904806,-85.706362,133500
2,4824,20,1,49519,,,,,,,,42.880925,-85.72763,140000
2,4844,20,1,49519,,,,9583,,,,42.8767799,-85.72517,135000
2,4845,20,1,49519,4,2,1926,8280,1910,147,,42.9249464,-85.7235402,132500
2,183,20,1,49509,3,1.5,1608,26250,1961,56,,42.871873,-85.703483,148000
2,4584,20,1,49519,,,,,,,,42.8963382,-85.7198662,128000
2,4846,20,1,49519,3,2,1580,8160,1959,128,,42.902825,-85.707527,139900
2,4739,20,1,49519,,,,,,,,42.8933197,-85.716649,138100
2,4725,20,1,49548,,,,,,,,42.908907,-85.668059,145000
2,4742,20,1,49519,3,2,1820,9686,1954,35,,42.911034,-85.714545,130000
2,4771,20,1,49519,,,,,,,,42.914814,-85.715268,130000
2,4638,20,1,49509,3,1,1576,,1953,59,,42.907331,-85.7033639,131000
2,4847,20,1,49519,3,1,1112,8276,1964,242,,42.919837,-85.73129,135000
2,4661,20,1,49519,3,1.5,1407,13068,1906,176,,42.923498,-85.713375,135000
2,4715,20,1,49548,4,2,888,,1954,179,,42.875093,-85.671476,130000
2,4540,20,1,49519,,,,,,,,42.92005,-85.721892,133000
2,4554,20,1,49509,3,2,1720,8370,1960,227,,42.887289,-85.701497,140000
2,4642,20,1,49509,5,2,1624,10558,1912,94,,42.930019,-85.692324,127500
2,4771,20,1,49519,4,2,1920,,1954,38,,42.9160591,-85.7157788,150000
2,148,20,1,49509,3,2,2257,4094,1954,203,,42.906446,-85.692354,142000
2,668,20,1,49509,4,2,1433,27000,1920,80,,42.8959199,-85.68444,129900
2,4848,20,1,49519,4,2,1953,12500,1982,241,,42.896946,-85.727102,142500
