ZIP,BEDS,BATHS,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,HOA/MONTH,LATITUDE,LONGITUDE,PRICE,PROPERTY TYPE (is Condo/Co-Op),PROPERTY TYPE (is Multi-Family (2-4 Unit)),PROPERTY TYPE (is Multi-Family (5+ Unit)),PROPERTY TYPE (is Single Family Residential),PROPERTY TYPE (is Vacant Land),CITY (is Ada),CITY (is Allendale),CITY (is Ada),CITY (is Allendale),CITY (is Allendale Charter Township),CITY (is Alpine Twp),CITY (is Byron Center),CITY (is Battle Creek),CITY (is Belmont),CITY (is Byron Center),CITY (is Byron Twp),CITY (is Caledonia),CITY (is Comstock Park),CITY (is Conklin),CITY (is Coopersville),CITY (is East Grand Rapids),CITY (is Grand Rapids),CITY (is Grandville),CITY (is Georgetown),CITY (is Georgetown Township),CITY (is Georgetown Twsp),CITY (is Grand Rapids),CITY (is Grand Rapids Twp),CITY (is Grandville),CITY (is Hudsonville),CITY (is Jenison),CITY (is Jenison),CITY (is Kentwood),CITY (is Lowell),CITY (is Marne),CITY (is Plainfield Charter Township),CITY (is Rockford),CITY (is Saginaw),CITY (is Sparta),CITY (is Walker),CITY (is Wyoming),STATE (is Mi)
49525,2,1.0,1165,9583,1940,336,nan,43.029262,-85.6547439,97000,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
49506,4,3.5,2927,9583,1930,32,nan,42.939165,-85.593586,325000,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
49548,nan,nan,nan,nan,nan,nan,nan,42.88991,-85.672998,73500,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
49428,3,2.0,2265,22215,1953,36,nan,42.906913,-85.809403,162500,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
49504,4,2.0,1716,7320,1918,126,nan,42.967151,-85.696492,75000,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
49321,nan,nan,nan,9583,nan,nan,nan,43.0471017,-85.6779509,94800,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
49548,nan,nan,nan,nan,nan,nan,nan,42.908907,-85.668059,145000,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
49508,3,1.5,1450,11475,1964,151,nan,42.875062,-85.626931,138000,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
49503,4,1.5,1826,5135,1915,217,nan,42.950595,-85.66076,215000,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
49506,4,2.5,2720,10280,1964,60,nan,42.932934,-85.60029,296000,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
49548,3,2.0,nan,6000,1950,154,nan,42.906027,-85.652249,97500,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
49428,nan,nan,nan,nan,nan,nan,nan,42.909254,-85.802803,135000,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
49504,3,2.0,1702,1702,2009,23,616,42.9711332,-85.6767202,475000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
