ZIP,BEDS,BATHS,SQUARE_FEET,LOT_SIZE,YEAR_BUILT,DAYS_ON_MARKET,LATITUDE,LONGITUDE,PROPERTY_TYPE_IS_CONDO_CO-OP,PROPERTY_TYPE_IS_MULTI-FAMILY_2-4_UNIT,PROPERTY_TYPE_IS_MULTI-FAMILY_5+_UNIT,PROPERTY_TYPE_IS_SINGLE_FAMILY_RESIDENTIAL,PROPERTY_TYPE_IS_VACANT_LAND,CITY_IS_ADA,CITY_IS_ALLENDALE,CITY_IS_ADA,CITY_IS_ALLENDALE,CITY_IS_ALLENDALE_CHARTER_TOWNSHIP,CITY_IS_ALPINE_TWP,CITY_IS_BYRON_CENTER,CITY_IS_BATTLE_CREEK,CITY_IS_BELMONT,CITY_IS_BYRON_CENTER,CITY_IS_BYRON_TWP,CITY_IS_CALEDONIA,CITY_IS_COMSTOCK_PARK,CITY_IS_CONKLIN,CITY_IS_COOPERSVILLE,CITY_IS_EAST_GRAND_RAPIDS,CITY_IS_GRAND_RAPIDS,CITY_IS_GRANDVILLE,CITY_IS_GEORGETOWN,CITY_IS_GEORGETOWN_TOWNSHIP,CITY_IS_GEORGETOWN_TWSP,CITY_IS_GRAND_RAPIDS,CITY_IS_GRAND_RAPIDS_TWP,CITY_IS_GRANDVILLE,CITY_IS_HUDSONVILLE,CITY_IS_JENISON,CITY_IS_JENISON,CITY_IS_KENTWOOD,CITY_IS_LOWELL,CITY_IS_MARNE,CITY_IS_PLAINFIELD_CHARTER_TOWNSHIP,CITY_IS_ROCKFORD,CITY_IS_SAGINAW,CITY_IS_SPARTA,CITY_IS_WALKER,CITY_IS_WYOMING,PRICE
48638.0,0.0,0.5,1.0,1.0,1800.0,1.0,42.7871,-86.0203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49548.0,16.0,190.0,10574.0,3.50222e+08,2017.0,554.0,43.1456,-85.3235,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1e+06
