iter,loss,acc,val_loss,val_acc
0,0.021939296206880208,0.030832476875642344,0.02171221898331608,0.045174537987679675
1,0.0079464744947084359,0.06063720452209661,0.008165730191459171,0.06776180698151951
2,0.0062111512695051246,0.09969167523124357,0.0062730420661283202,0.1273100616016427
3,0.0054563866588459202,0.10688591983556012,0.0054381414492835588,0.13141683778234087
4,0.0048597263375020055,0.12435765673175746,0.0047875722951079272,0.13141683778234087
5,0.0043752727206850493,0.1223021582733813,0.0042668560062490936,0.13141683778234087
6,0.0039975780142433859,0.13257965056526208,0.0038586080607695963,0.13552361396303902
7,0.0037053050307239974,0.12846865364850976,0.003552053454696807,0.1437371663244353
8,0.0034710011190548931,0.13360739979445016,0.0033142509325932478,0.13963039014373715
9,0.0032973346024121521,0.131551901336074,0.0031342180729403424,0.15811088295687886
10,0.0031433723679076733,0.13463514902363824,0.0029854997418282615,0.13963039014373715
11,0.0030294735965367085,0.144912641315519,0.0028761636414530527,0.1293634496919918
12,0.0029254332224597003,0.13566289825282632,0.0027742944865556925,0.1437371663244353
13,0.0028377099708851985,0.14182939362795477,0.0026933633518238546,0.1437371663244353
14,0.0027593201038811129,0.1366906474820144,0.0026227531059852668,0.15605749486652978
15,0.0026920463480267593,0.14182939362795477,0.0025586550899978958,0.15605749486652978
16,0.0026341929256752218,0.14388489208633093,0.002505410292147358,0.15811088295687886
17,0.0025760317865180793,0.13360739979445016,0.0024604269940915902,0.17248459958932238
18,0.0025276111423510571,0.1510791366906475,0.002411537612237133,0.17453798767967146
19,0.0024791415318903528,0.1459403905447071,0.0023707268718140095,0.1806981519507187
20,0.0024334791478450848,0.1459403905447071,0.0023347745180762047,0.18480492813141683
21,0.0023939316950744548,0.14182939362795477,0.0022990441232965618,0.17453798767967146
22,0.0023549513026817049,0.13771839671120248,0.0022679366095644201,0.17453798767967146
23,0.0023170746058677493,0.14182939362795477,0.0022394437104478258,0.17248459958932238
24,0.0022843173063158829,0.13771839671120248,0.0022119010181862854,0.17248459958932238
25,0.0022534997138948629,0.14285714285714285,0.0021841138781583205,0.17453798767967146
26,0.0022242287715632755,0.1408016443987667,0.0021604467167605371,0.1704312114989733
27,0.0021998151084491181,0.13463514902363824,0.0021520187285738479,0.15811088295687886
28,0.0021711001983929861,0.14696813977389517,0.0021139337153059214,0.1868583162217659
29,0.002142017180699392,0.1408016443987667,0.0020981075831460606,0.16632443531827515
30,0.0021187808937812259,0.1459403905447071,0.0020734750004165101,0.1806981519507187
31,0.0020930982849316662,0.14182939362795477,0.002059186803073577,0.17248459958932238
32,0.0020696554874859792,0.13874614594039056,0.0020416672723829708,0.17248459958932238
33,0.0020496473140827844,0.14696813977389517,0.0020193449915136049,0.188911704312115
34,0.0020289836178864259,0.14902363823227133,0.0020021053945232696,0.1868583162217659
35,0.0020136368199443829,0.1551901336073998,0.001986799308362687,0.17248459958932238
36,0.0019857405717843414,0.14799588900308325,0.0019700772906687475,0.19507186858316222
37,0.0019652392935418559,0.1397738951695786,0.0019593567448251996,0.1868583162217659
38,0.0019479338516994156,0.15313463514902365,0.0019396736158540236,0.19917864476386038
39,0.0019298152575835073,0.15313463514902365,0.0019256199912970695,0.20123203285420946
40,0.0019130002066874352,0.16238437821171633,0.0019111938019864046,0.19917864476386038
41,0.0018925209849468055,0.15313463514902365,0.0019027131152778392,0.19096509240246407
42,0.0018752125350072625,0.1551901336073998,0.0018896769387969055,0.1868583162217659
43,0.0018589271969255128,0.1644398766700925,0.0018726311311820733,0.2053388090349076
44,0.0018438794778918119,0.16649537512846865,0.0018588616291759664,0.1971252566735113
45,0.0018258148645349359,0.16546762589928057,0.0018484713219336655,0.1971252566735113
46,0.001812804795801867,0.16752312435765673,0.0018335686984235937,0.19507186858316222
47,0.0017943552414473266,0.16546762589928057,0.0018259308114285423,0.20123203285420946
48,0.001779410921387357,0.1644398766700925,0.001812600720561666,0.19917864476386038
49,0.001771130342941318,0.14388489208633093,0.0018199126166999024,0.1868583162217659
