iter,loss,acc,val_loss,val_acc
0,0.009064286844554497,0.043478260869565216,0.0086227642820358892,0.0495830851697439
1,0.0072429242600525936,0.07846932698034545,0.0073146470205618123,0.08636092912447886
2,0.0068037223881503191,0.08807325789160214,0.0068767790885274635,0.08814770696843359
3,0.006606472580272831,0.08881774865991662,0.0067340148045463861,0.09023228111971411
4,0.006473311574689459,0.08725431804645623,0.0066448944452280057,0.08948779035139964
5,0.0063924971684523012,0.09023228111971411,0.0066787784024513464,0.09216795711733175
6,0.0063072401316386743,0.09023228111971411,0.0065898922521792002,0.08918999404407385
7,0.006229159336050393,0.08732876712328767,0.0064342083834438421,0.09201905896366885
8,0.0061753245121121828,0.08762656343061347,0.0064660288425562621,0.08978558665872544
9,0.0061391746803110461,0.08658427635497319,0.0062877523264205379,0.09112567004169149
10,0.0060879744284432205,0.08844550327575938,0.0064195376928633746,0.08933889219773675
11,0.0060388689230883143,0.0879988088147707,0.0063440827802004685,0.09187016081000596
12,0.0059944916482627649,0.08688207266229898,0.006192067225944565,0.09306134603930911
13,0.005954273410311294,0.08881774865991662,0.0062047464101692065,0.09276354973198332
14,0.0059252878978831849,0.08703097081596188,0.0061277306382117036,0.09380583680762358
15,0.0058933102697703204,0.09008338296605121,0.0061495354539652259,0.09127456819535437
16,0.005864108723502787,0.08874329958308518,0.0061177160734277713,0.0905300774270399
17,0.0058400918164242298,0.08680762358546754,0.0060352030301933195,0.08978558665872544
18,0.0058812335531106281,0.08420190589636689,0.0059532875412911081,0.08561643835616438
19,0.0057945993985853072,0.09179571173317451,0.0060680076938985084,0.09038117927337701
20,0.0057741505843602724,0.08643537820131031,0.0059472212292367849,0.09023228111971411
21,0.0057505967237732603,0.0908278737343657,0.006019733738012129,0.09023228111971411
22,0.0057291140352309731,0.09112567004169149,0.0059890828361980333,0.09216795711733175
23,0.0057065565800004771,0.09038117927337701,0.0059230343630506223,0.08993448481238833
24,0.0056891628050202486,0.0906789755807028,0.005888491524189886,0.09023228111971411
25,0.0056799611492279432,0.09291244788564622,0.0059453736339201441,0.09112567004169149
26,0.0056856839011636962,0.09484812388326384,0.0059991971488422982,0.09231685527099463
27,0.0056532485072180484,0.0879988088147707,0.0057912993220349818,0.09440142942227517
28,0.0056379297166595822,0.09455032757593806,0.0059142496549347591,0.09127456819535437
29,0.0056086004522516485,0.09365693865396069,0.0058284481944218458,0.09023228111971411
30,0.0056431083412899303,0.08673317450863609,0.0057220389057226449,0.09365693865396069
31,0.0055796929761872931,0.09373138773079213,0.0057810023972755956,0.09008338296605121
32,0.0055687609052127605,0.09484812388326384,0.0057957915667051487,0.08948779035139964
33,0.0055533177439144989,0.09395473496128648,0.0057518347844885877,0.09127456819535437
34,0.0055584872401544701,0.09641155449672424,0.0058213278302248561,0.09097677188802859
35,0.0055307082427274688,0.09551816557474688,0.0057387038821782362,0.09172126265634306
36,0.0055256751400646629,0.09015783204288266,0.005658837229138701,0.09440142942227517
37,0.0055053596151833709,0.09343359142346636,0.0056812702172392713,0.09246575342465753
38,0.0054938668507059458,0.09402918403811793,0.0056853509498784238,0.09380583680762358
39,0.0054844148730328959,0.09499702203692674,0.0056887151235778585,0.09365693865396069
40,0.0054878160639446746,0.09656045265038714,0.0057376175230003492,0.09276354973198332
41,0.0054613742192125064,0.09417808219178082,0.0056388583702596477,0.09365693865396069
42,0.005451369489996632,0.09507147111375819,0.005637223432593947,0.09380583680762358
43,0.005443182837072548,0.09231685527099463,0.0055928649219437552,0.09291244788564622
44,0.0054430415923967575,0.09030673019654556,0.0055577422889592706,0.09231685527099463
45,0.0054217094417926305,0.09559261465157833,0.0055992552155677677,0.09321024419297201
46,0.0054399638960602129,0.09812388326384752,0.0056947108491974506,0.09440142942227517
47,0.0054029344664761831,0.0947736748064324,0.0055642411967265449,0.09455032757593806
48,0.0053937739594613213,0.09522036926742108,0.0055577839643326989,0.09425253126861227
