iter,loss,acc,val_loss,val_acc
0,0.0037203751319496428,0.10996916752312436,0.0035634887273195285,0.11704312114989733
1,0.003689888579990122,0.10380267214799589,0.0035497514155349535,0.11498973305954825
2,0.0036711911119378902,0.10483042137718397,0.0035362074468325913,0.11498973305954825
3,0.003652895085889125,0.11099691675231244,0.0035262994187441059,0.12525667351129363
4,0.0036360116317153712,0.10894141829393628,0.0035124525323834135,0.12525667351129363
5,0.0036197061656208676,0.10688591983556012,0.0034995964328425051,0.1273100616016427
6,0.0036037316918958234,0.10585817060637205,0.0034873377299093453,0.1293634496919918
7,0.0035876085216876488,0.1079136690647482,0.0034725337408060522,0.12525667351129363
8,0.0035721079806862112,0.10688591983556012,0.0034615082340221067,0.1273100616016427
9,0.0035564089683909803,0.10483042137718397,0.0034474829142580013,0.1273100616016427
10,0.0035416258094694412,0.10380267214799589,0.003434663907523013,0.1273100616016427
11,0.0035269576399777464,0.1079136690647482,0.0034196291556477035,0.12525667351129363
12,0.0035123235430208782,0.10996916752312436,0.0034075918105764616,0.12114989733059549
13,0.0034986118808494277,0.10996916752312436,0.0033963069383383978,0.12114989733059549
14,0.0034847867564232787,0.10380267214799589,0.0033879607143944743,0.11909650924024641
15,0.0034712223747098633,0.10174717368961973,0.0033762160211033283,0.12114989733059549
16,0.0034579674346879516,0.10174717368961973,0.0033665102090141875,0.12320328542094455
17,0.0034444331178349941,0.10380267214799589,0.003352454204069503,0.12525667351129363
18,0.0034318527776636631,0.10380267214799589,0.0033376840119623773,0.11909650924024641
19,0.0034191610154505753,0.10071942446043165,0.0033264429667747976,0.11909650924024641
20,0.0034062570169807087,0.10071942446043165,0.0033159488952378561,0.11704312114989733
21,0.0033937038565921827,0.10380267214799589,0.003307688552851303,0.11909650924024641
22,0.0033811662337073587,0.10071942446043165,0.0032984775149209979,0.12114989733059549
23,0.0033690106172605443,0.09969167523124357,0.0032895961000126458,0.12525667351129363
24,0.003357006800621661,0.10174717368961973,0.0032780843137182355,0.12320328542094455
25,0.0033458468205499266,0.0986639260020555,0.0032650898036166941,0.11909650924024641
26,0.0033337978790283739,0.10071942446043165,0.0032580690251216115,0.11704312114989733
27,0.0033222095105086016,0.09352517985611511,0.0032500933995065766,0.11498973305954825
28,0.0033113150342573474,0.09558067831449127,0.0032435302417324822,0.11293634496919917
29,0.0033002423699242528,0.09455292908530319,0.0032336854900252075,0.11088295687885011
30,0.0032889065464372026,0.09558067831449127,0.0032220753431943319,0.11293634496919917
31,0.0032780321450111777,0.09455292908530319,0.0032148775306717922,0.11088295687885011
32,0.0032671114844190978,0.09455292908530319,0.0032058966546936237,0.11088295687885011
33,0.003256054155678376,0.09558067831449127,0.0031939017537069357,0.11498973305954825
34,0.0032456857785457785,0.09455292908530319,0.0031831170889317991,0.11909650924024641
35,0.0032352771246413059,0.09558067831449127,0.0031779992302787092,0.11498973305954825
