iter,loss,acc,val_loss,val_acc
0,0.0088089430666968768,0.06770670826833074,0.006915864253284454,0.06269494697442296
1,0.0083261422259070916,0.07956318252730109,0.0069684295039155767,0.066126013724267
2,0.0079237192748902539,0.07067082683307332,0.0076340417758944254,0.0630068621334997
3,0.0076682694595437122,0.07051482059282371,0.0084774982322143502,0.06363069245165315
4,0.0074597026465916911,0.07379095163806552,0.009293748242701249,0.0611353711790393
5,0.0072007722526929259,0.07503900156006241,0.0096790323807406237,0.07174048658764816
6,0.0069393076365844748,0.07535101404056162,0.0099725805722346798,0.07673112913287586
7,0.0067092471198807388,0.07160686427457098,0.01020724205353615,0.07392389270118528
8,0.0064844678887388185,0.09516380655226209,0.0099975436383864819,0.07953836556456644
9,0.0062731386663213732,0.10904836193447738,0.010119859404800469,0.07049282595134124
10,0.006050969817643268,0.11170046801872074,0.010412085799237856,0.06207111665626949
11,0.0058277929762855195,0.11294851794071763,0.010666656181651447,0.06051154086088584
12,0.0056135522107814521,0.11357254290171608,0.011203955993911755,0.056144728633811605
13,0.0054194523309086928,0.115600624024961,0.011556419545216554,0.054273237679351216
14,0.0052367680770766629,0.12605304212168486,0.011430648914588518,0.05739238927011853
15,0.0051082573238732812,0.1310452418096724,0.011096222530077028,0.061759201497192766
16,0.0049708993236876721,0.13307332293291732,0.01117735611669945,0.0630068621334997
17,0.0048615283698731524,0.12418096723868954,0.011943983211095533,0.05240174672489083
18,0.0047386514005380003,0.1358814352574103,0.011111680795295445,0.05832813474734872
19,0.0046380453542096767,0.1372854914196568,0.011069466452382583,0.058640049906425455
20,0.0045483252493744115,0.13681747269890795,0.010628469742986358,0.06269494697442296
21,0.004465346260582208,0.1372854914196568,0.010258230374042054,0.06425452276980662
22,0.0043819436733593424,0.13650546021840873,0.010365575738923433,0.05957579538365564
23,0.0043250473971063116,0.14492979719188767,0.0090865763793588888,0.06737367436057393
24,0.0042330019651857379,0.13868954758190327,0.009657360467247451,0.058640049906425455
25,0.004174020078948645,0.14492979719188767,0.0083511316483582485,0.06862133499688085
26,0.0040894212264650969,0.14882995319812792,0.0083121918309474671,0.06363069245165315
27,0.004042359743569101,0.1469578783151326,0.0075394648688087993,0.06830941983780411
28,0.0039915485020841808,0.1482059282371295,0.0070315668383474769,0.07049282595134124
29,0.0039073997044993466,0.1497659906396256,0.0069440404290607542,0.06924516531503432
30,0.0038647648455367514,0.14945397815912637,0.0064109742518164382,0.07049282595134124
31,0.0037909803606657037,0.14804992199687989,0.0066179348929902744,0.06331877729257641
32,0.0037411151951390253,0.14726989079563182,0.0064868767557529853,0.06144728633811603
33,0.0036910891032694852,0.1516380655226209,0.0059326660183238291,0.06550218340611354
34,0.0036475546637236593,0.14945397815912637,0.0056847761232182914,0.06456643792888335
35,0.0036152988176047884,0.15241809672386897,0.0051129576734960215,0.0701809107922645
36,0.0035716411416320841,0.14960998439937598,0.0050894405556336994,0.06768558951965066
37,0.0036022015501079949,0.15507020280811232,0.0042808596487564484,0.0751715533374922
38,0.0035087458879500301,0.15522620904836193,0.0045092473269537723,0.0751715533374922
39,0.0034806049175200048,0.15694227769110763,0.0042960866886658242,0.07610729881472239
40,0.0034452279901366371,0.15226209048361936,0.0046026252817231838,0.06674984404242046
41,0.0034557978484181123,0.1577223088923557,0.0038150145487944737,0.07766687461010605
42,0.0033932393087042754,0.15366614664586584,0.0043239487650809103,0.0701809107922645
43,0.0033665839643839254,0.15694227769110763,0.0040422544061640611,0.07548346849656894
44,0.0033444777431901399,0.1594383775351014,0.0038859168929447547,0.07797878976918278
45,0.0033276728763927789,0.15647425897035883,0.0040217109135352288,0.07485963817841547
46,0.0033235253013868347,0.15382215288611545,0.0041259593640022582,0.07361197754210855
47,0.0032891092080526907,0.15975039001560062,0.0036172328691661637,0.09107922645040549
48,0.0032797033467833335,0.15553822152886115,0.0038901935496796604,0.08140985651902682
49,0.0032870457981457333,0.15990639625585024,0.0032829497846435683,0.10885839051777917
50,0.0032427289822119982,0.16146645865834633,0.003662555383733761,0.09513412351840299
