iter,loss,acc,val_loss,val_acc
0,0.002424372939920112,0.1223021582733813,0.0025583808602714312,0.12114989733059549
1,0.002010709137956162,0.14902363823227133,0.0021862129836286762,0.12525667351129363
2,0.0018031171086011354,0.17985611510791366,0.0019825849128484851,0.17659137577002054
3,0.0016430715338318354,0.20349434737923947,0.001842217186386838,0.15195071868583163
4,0.0015294236824517744,0.21377183967112023,0.0017336483600910169,0.15811088295687886
5,0.001439266871197412,0.2199383350462487,0.0016546895618526263,0.1601642710472279
6,0.0013666137842819918,0.2199383350462487,0.0016086364874245858,0.1601642710472279
7,0.0012946566906148088,0.22404933196300103,0.0015458119318449992,0.17248459958932238
8,0.0012402494529450763,0.22404933196300103,0.0015066569965812436,0.1806981519507187
9,0.001192853339243638,0.22302158273381295,0.0014707660772827482,0.1868583162217659
10,0.001155351221831987,0.23329907502569372,0.0014336902549098413,0.19917864476386038
11,0.0011154262653028093,0.22816032887975335,0.0014108698590764976,0.2032854209445585
12,0.0010852612131738778,0.22713257965056527,0.0014071716849439126,0.22176591375770022
13,0.0010503653140911577,0.23638232271325796,0.0013776273300454124,0.22176591375770022
14,0.001023284224310533,0.23227132579650564,0.0013516566641822488,0.20739219712525667
15,0.00099631036539906586,0.24357656731757452,0.0013378118510868236,0.20944558521560575
16,0.00097240145634414814,0.23741007194244604,0.0013222159903915594,0.2053388090349076
17,0.00095022049164961001,0.24357656731757452,0.0013159979122875916,0.20944558521560575
18,0.0009332407589686748,0.2199383350462487,0.0012931407644521848,0.19096509240246407
19,0.00091449105754044053,0.23329907502569372,0.0012813281240131318,0.19507186858316222
20,0.000894443286516301,0.23535457348406988,0.0012734988291839963,0.19301848049281314
21,0.0008785922806867078,0.24049331963001028,0.0012633451230297682,0.1971252566735113
22,0.00086415790935039701,0.24049331963001028,0.0012671654686781523,0.188911704312115
23,0.00084995926935774082,0.24152106885919836,0.0012578130523580129,0.1868583162217659
24,0.0008347034326200213,0.2517985611510791,0.0012397917257273466,0.19096509240246407
25,0.00082241864096886566,0.25077081192189105,0.0012333037368977518,0.19301848049281314
26,0.000813653367700484,0.23741007194244604,0.0012200950280154095,0.1971252566735113
27,0.0007995241762108683,0.249743062692703,0.0012194253490157901,0.188911704312115
28,0.00078907719352906561,0.2579650565262076,0.0012113250550298547,0.19096509240246407
29,0.00078097485913660911,0.25077081192189105,0.0012012636732793716,0.1868583162217659
30,0.0007759582404394433,0.2538540596094553,0.0012238812109538429,0.19096509240246407
31,0.00076144529353778633,0.25488180883864336,0.0012064822689429628,0.19507186858316222
32,0.00075075886281965895,0.2620760534429599,0.0011943407520653283,0.19507186858316222
33,0.00074254998175695959,0.25488180883864336,0.0011834357808681898,0.18275154004106775
34,0.00073393858561993889,0.263103802672148,0.0011850588070937294,0.19507186858316222
35,0.00072827791046392251,0.2620760534429599,0.001190636336846137,0.1971252566735113
36,0.00072187170348504432,0.26104830421377184,0.0011899301760009676,0.19507186858316222
37,0.00071093421617531005,0.26618705035971224,0.0011740217090479405,0.19917864476386038
38,0.00070442916259728591,0.2620760534429599,0.0011621863241859872,0.1868583162217659
39,0.00069692492198736257,0.2641315519013361,0.0011597238674515228,0.19096509240246407
40,0.00068982525060219853,0.2682425488180884,0.0011640184196985931,0.1971252566735113
41,0.00068731339721101944,0.27543679342240496,0.0011499569960509886,0.2053388090349076
42,0.00067673294267152394,0.2744090441932169,0.0011559267200926453,0.2032854209445585
